area_code,district,city,province
513223,茂县,阿坝,四川
513224,松潘县,阿坝,四川
513225,九寨沟县,阿坝,四川
513226,金川县,阿坝,四川
513227,小金县,阿坝,四川
513228,黑水县,阿坝,四川
513229,马尔康县,阿坝,四川
513230,壤塘县,阿坝,四川
513231,阿坝县,阿坝,四川
513232,若尔盖县,阿坝,四川
513233,红原县,阿坝,四川
513321,康定县,甘孜,四川
513322,泸定县,甘孜,四川
513323,丹巴县,甘孜,四川
513324,九龙县,甘孜,四川
513325,雅江县,甘孜,四川
513326,道孚县,甘孜,四川
513327,炉霍县,甘孜,四川
513328,甘孜县,甘孜,四川
513329,新龙县,甘孜,四川
513330,德格县,甘孜,四川
513331,白玉县,甘孜,四川
513332,石渠县,甘孜,四川
513333,色达县,甘孜,四川
513334,理塘县,甘孜,四川
513335,巴塘县,甘孜,四川
513336,乡城县,甘孜,四川
513337,稻城县,甘孜,四川
513338,得荣县,甘孜,四川
513401,西昌市,凉山,四川
513422,木里藏族自治县,凉山,四川
513423,盐源县,凉山,四川
513424,德昌县,凉山,四川
513425,会理县,凉山,四川
513426,会东县,凉山,四川
513427,宁南县,凉山,四川
513428,普格县,凉山,四川
513429,布拖县,凉山,四川
513430,金阳县,凉山,四川
513431,昭觉县,凉山,四川
513432,喜德县,凉山,四川
513433,冕宁县,凉山,四川
513434,越西县,凉山,四川
513435,甘洛县,凉山,四川
513436,美姑县,凉山,四川
513437,雷波县,凉山,四川
520102,南明区,贵阳,贵州
520103,云岩区,贵阳,贵州
520111,花溪区,贵阳,贵州
520112,乌当区,贵阳,贵州
520113,白云区,贵阳,贵州
520115,观山湖区,贵阳,贵州
520121,开阳县,贵阳,贵州
520122,息烽县,贵阳,贵州
520123,修文县,贵阳,贵州
520181,清镇市,贵阳,贵州
520201,钟山区,六盘水,贵州
520203,六枝特区,六盘水,贵州
520221,水城县,六盘水,贵州
520222,盘县,六盘水,贵州
520302,红花岗区,遵义,贵州
520303,汇川区,遵义,贵州
520321,遵义县,遵义,贵州
520322,桐梓县,遵义,贵州
520323,绥阳县,遵义,贵州
520324,正安县,遵义,贵州
520325,道真仡佬族苗族自治县,遵义,贵州
520326,务川仡佬族苗族自治县,遵义,贵州
520327,凤冈县,遵义,贵州
520328,湄潭县,遵义,贵州
520329,余庆县,遵义,贵州
520330,习水县,遵义,贵州
520381,赤水市,遵义,贵州
520382,仁怀市,遵义,贵州
520402,西秀区,安顺,贵州
520421,平坝县,安顺,贵州
520422,普定县,安顺,贵州
520423,镇宁布依族苗族自治县,安顺,贵州
520424,关岭布依族苗族自治县,安顺,贵州
520425,紫云苗族布依族自治县,安顺,贵州
520502,七星关区,毕节,贵州
520521,大方县,毕节,贵州
520522,黔西县,毕节,贵州
520523,金沙县,毕节,贵州
520524,织金县,毕节,贵州
520525,纳雍县,毕节,贵州
520526,威宁彝族回族苗族自治县,毕节,贵州
520527,赫章县,毕节,贵州
520602,碧江区,铜仁,贵州
520603,万山区,铜仁,贵州
520621,江口县,铜仁,贵州
520622,玉屏侗族自治县,铜仁,贵州
520623,石阡县,铜仁,贵州
520624,思南县,铜仁,贵州
520625,印江土家族苗族自治县,铜仁,贵州
520626,德江县,铜仁,贵州
520627,沿河土家族自治县,铜仁,贵州
520628,松桃苗族自治县,铜仁,贵州
522301,兴义市,黔西南,贵州
522322,兴仁县,黔西南,贵州
522323,普安县,黔西南,贵州
522324,晴隆县,黔西南,贵州
522325,贞丰县,黔西南,贵州
522326,望谟县,黔西南,贵州
522327,册亨县,黔西南,贵州
522328,安龙县,黔西南,贵州
522601,凯里市,黔东南,贵州
522622,黄平县,黔东南,贵州
522623,施秉县,黔东南,贵州
522624,三穗县,黔东南,贵州
522625,镇远县,黔东南,贵州
522626,岑巩县,黔东南,贵州
522627,天柱县,黔东南,贵州
522628,锦屏县,黔东南,贵州
522629,剑河县,黔东南,贵州
522630,台江县,黔东南,贵州
522631,黎平县,黔东南,贵州
522632,榕江县,黔东南,贵州
522633,从江县,黔东南,贵州
522634,雷山县,黔东南,贵州
522635,麻江县,黔东南,贵州
522636,丹寨县,黔东南,贵州
522701,都匀市,黔南,贵州
522702,福泉市,黔南,贵州
522722,荔波县,黔南,贵州
522723,贵定县,黔南,贵州
522725,瓮安县,黔南,贵州
522726,独山县,黔南,贵州
522727,平塘县,黔南,贵州
522728,罗甸县,黔南,贵州
522729,长顺县,黔南,贵州
522730,龙里县,黔南,贵州
522731,惠水县,黔南,贵州
522732,三都水族自治县,黔南,贵州
530102,五华区,昆明,云南
530103,盘龙区,昆明,云南
530111,官渡区,昆明,云南
530112,西山区,昆明,云南
530113,东川区,昆明,云南
530114,呈贡区,昆明,云南
530122,晋宁县,昆明,云南
530124,富民县,昆明,云南
530125,宜良县,昆明,云南
530126,石林彝族自治县,昆明,云南
530127,嵩明县,昆明,云南
530128,禄劝彝族苗族自治县,昆明,云南
530129,寻甸回族彝族自治县,昆明,云南
530181,安宁市,昆明,云南
530302,麒麟区,曲靖,云南
530321,马龙县,曲靖,云南
530322,陆良县,曲靖,云南
530323,师宗县,曲靖,云南
530324,罗平县,曲靖,云南
530325,富源县,曲靖,云南
530326,会泽县,曲靖,云南
530328,沾益县,曲靖,云南
530381,宣威市,曲靖,云南
530402,红塔区,玉溪,云南
530421,江川县,玉溪,云南
530422,澄江县,玉溪,云南
530423,通海县,玉溪,云南
530424,华宁县,玉溪,云南
530425,易门县,玉溪,云南
530426,峨山彝族自治县,玉溪,云南
530427,新平彝族傣族自治县,玉溪,云南
530428,元江县,玉溪,云南
530502,隆阳区,保山,云南
530521,施甸县,保山,云南
530522,腾冲县,保山,云南
530523,龙陵县,保山,云南
530524,昌宁县,保山,云南
530602,昭阳区,昭通,云南
530621,鲁甸县,昭通,云南
530622,巧家县,昭通,云南
530623,盐津县,昭通,云南
530624,大关县,昭通,云南
530625,永善县,昭通,云南
530626,绥江县,昭通,云南
530627,镇雄县,昭通,云南
530628,彝良县,昭通,云南
530629,威信县,昭通,云南
530630,水富县,昭通,云南
530702,古城区,丽江,云南
530721,玉龙纳西族自治县,丽江,云南
530722,永胜县,丽江,云南
530723,华坪县,丽江,云南
530724,宁蒗彝族自治县,丽江,云南
530802,思茅区,普洱,云南
530821,宁洱哈尼族彝族自治县,普洱,云南
530822,墨江哈尼族自治县,普洱,云南
530823,景东彝族自治县,普洱,云南
530824,景谷傣族彝族自治县,普洱,云南
530825,镇沅县,普洱,云南
530826,江城哈尼族彝族自治县,普洱,云南
530827,孟连县,普洱,云南
530828,澜沧拉祜族自治县,普洱,云南
530829,西盟佤族自治县,普洱,云南
530902,临翔区,临沧,云南
530921,凤庆县,临沧,云南
530922,云县,临沧,云南
530923,永德县,临沧,云南
530924,镇康县,临沧,云南
530925,双江县,临沧,云南
530926,耿马傣族佤族自治县,临沧,云南
530927,沧源佤族自治县,临沧,云南
532301,楚雄市,楚雄,云南
532322,双柏县,楚雄,云南
532323,牟定县,楚雄,云南
532324,南华县,楚雄,云南
532325,姚安县,楚雄,云南
532326,大姚县,楚雄,云南
532327,永仁县,楚雄,云南
532328,元谋县,楚雄,云南
532329,武定县,楚雄,云南
532331,禄丰县,楚雄,云南
532501,个旧市,红河,云南
532502,开远市,红河,云南
532503,蒙自市,红河,云南
532504,弥勒市,红河,云南
532523,屏边苗族自治县,红河,云南
532524,建水县,红河,云南
532525,石屏县,红河,云南
532527,泸西县,红河,云南
532528,元阳县,红河,云南
532529,红河县,红河,云南
532530,金平苗族瑶族傣族自治县,红河,云南
532531,绿春县,红河,云南
532532,河口瑶族自治县,红河,云南
532601,文山市,文山,云南
532622,砚山县,文山,云南
532623,西畴县,文山,云南
532624,麻栗坡县,文山,云南
532625,马关县,文山,云南
532626,丘北县,文山,云南
532627,广南县,文山,云南
532628,富宁县,文山,云南
532801,景洪市,西双版纳,云南
532822,勐海县,西双版纳,云南
532823,勐腊县,西双版纳,云南
532901,大理市,大理,云南
532922,漾濞彝族自治县,大理,云南
532923,祥云县,大理,云南
532924,宾川县,大理,云南
532925,弥渡县,大理,云南
532926,南涧彝族自治县,大理,云南
532927,巍山彝族回族自治县,大理,云南
532928,永平县,大理,云南
532929,云龙县,大理,云南
532930,洱源县,大理,云南
532931,剑川县,大理,云南
532932,鹤庆县,大理,云南
533102,瑞丽市,德宏,云南
533103,芒市,德宏,云南
533122,梁河县,德宏,云南
533123,盈江县,德宏,云南
533124,陇川县,德宏,云南
533321,泸水县,怒江,云南
533323,福贡县,怒江,云南
533324,贡山独龙族怒族自治县,怒江,云南
533325,兰坪白族普米族自治县,怒江,云南
533421,香格里拉县,迪庆,云南
533422,德钦县,迪庆,云南
533423,维西傈僳族自治县,迪庆,云南
540102,城关区,拉萨,西藏
540121,林周县,拉萨,西藏
540122,当雄县,拉萨,西藏
540123,尼木县,拉萨,西藏
540124,曲水县,拉萨,西藏
540125,堆龙德庆县,拉萨,西藏
540126,达孜县,拉萨,西藏
540127,墨竹工卡县,拉萨,西藏
540202,桑珠孜区,日喀则,西藏
540221,南木林县,日喀则,西藏
540222,江孜县,日喀则,西藏
540223,定日县,日喀则,西藏
540224,萨迦县,日喀则,西藏
540225,拉孜县,日喀则,西藏
540226,昂仁县,日喀则,西藏
540227,谢通门县,日喀则,西藏
540228,白朗县,日喀则,西藏
540229,仁布县,日喀则,西藏
540230,康马县,日喀则,西藏
540231,定结县,日喀则,西藏
540232,仲巴县,日喀则,西藏
540233,亚东县,日喀则,西藏
540234,吉隆县,日喀则,西藏
540235,聂拉木县,日喀则,西藏
540236,萨嘎县,日喀则,西藏
540237,岗巴县,日喀则,西藏
542121,昌都县,昌都,西藏
542122,江达县,昌都,西藏
542123,贡觉县,昌都,西藏
542124,类乌齐县,昌都,西藏
542125,丁青县,昌都,西藏
542126,察雅县,昌都,西藏
542127,八宿县,昌都,西藏
542128,左贡县,昌都,西藏
542129,芒康县,昌都,西藏
542132,洛隆县,昌都,西藏
542133,边坝县,昌都,西藏
542221,乃东县,山南,西藏
542222,扎囊县,山南,西藏
542223,贡嘎县,山南,西藏
542224,桑日县,山南,西藏
542225,琼结县,山南,西藏
542226,曲松县,山南,西藏
542227,措美县,山南,西藏
542228,洛扎县,山南,西藏
542229,加查县,山南,西藏
542231,隆子县,山南,西藏
542232,错那县,山南,西藏
542233,浪卡子县,山南,西藏
542421,那曲县,那曲,西藏
542422,嘉黎县,那曲,西藏
542423,比如县,那曲,西藏
542424,聂荣县,那曲,西藏
542425,安多县,那曲,西藏
542426,申扎县,那曲,西藏
542427,索县,那曲,西藏
542428,班戈县,那曲,西藏
542429,巴青县,那曲,西藏
542430,尼玛县,那曲,西藏
542431,双湖县,那曲,西藏
542521,普兰县,阿里,西藏
542522,札达县,阿里,西藏
542523,噶尔县,阿里,西藏
542524,日土县,阿里,西藏
542525,革吉县,阿里,西藏
542526,改则县,阿里,西藏
542527,措勤县,阿里,西藏
542621,林芝县,林芝,西藏
542622,工布江达县,林芝,西藏
542623,米林县,林芝,西藏
542624,墨脱县,林芝,西藏
542625,波密县,林芝,西藏
542626,察隅县,林芝,西藏
542627,朗县,林芝,西藏
610100,西安,西安,陕西
610102,新城区,西安,陕西
610103,碑林区,西安,陕西
610104,莲湖区,西安,陕西
610111,灞桥区,西安,陕西
610112,未央区,西安,陕西
610113,雁塔区,西安,陕西
610114,阎良区,西安,陕西
610115,临潼区,西安,陕西
610116,长安区,西安,陕西
610122,蓝田县,西安,陕西
610124,周至县,西安,陕西
610125,户县,西安,陕西
610126,高陵县,西安,陕西
610202,王益区,铜川,陕西
610203,印台区,铜川,陕西
610204,耀州区,铜川,陕西
610222,宜君县,铜川,陕西
610302,渭滨区,宝鸡,陕西
610303,金台区,宝鸡,陕西
610304,陈仓区,宝鸡,陕西
610322,凤翔县,宝鸡,陕西
610323,岐山县,宝鸡,陕西
610324,扶风县,宝鸡,陕西
610326,眉县,宝鸡,陕西
610327,陇县,宝鸡,陕西
610328,千阳县,宝鸡,陕西
610329,麟游县,宝鸡,陕西
610330,凤县,宝鸡,陕西
610331,太白县,宝鸡,陕西
610402,秦都区,咸阳,陕西
610403,杨陵区,咸阳,陕西
610404,渭城区,咸阳,陕西
610422,三原县,咸阳,陕西
610423,泾阳县,咸阳,陕西
610424,乾县,咸阳,陕西
610425,礼泉县,咸阳,陕西
610426,永寿县,咸阳,陕西
610427,彬县,咸阳,陕西
610428,长武县,咸阳,陕西
610429,旬邑县,咸阳,陕西
610430,淳化县,咸阳,陕西
610431,武功县,咸阳,陕西
610481,兴平市,咸阳,陕西
610502,临渭区,渭南,陕西
610521,华县,渭南,陕西
610522,潼关县,渭南,陕西
610523,大荔县,渭南,陕西
610524,合阳县,渭南,陕西
610525,澄城县,渭南,陕西
610526,蒲城县,渭南,陕西
610527,白水县,渭南,陕西
610528,富平县,渭南,陕西
610581,韩城市,渭南,陕西
610582,华阴市,渭南,陕西
610602,宝塔区,延安,陕西
610621,延长县,延安,陕西
610622,延川县,延安,陕西
610623,子长县,延安,陕西
610624,安塞县,延安,陕西
610625,志丹县,延安,陕西
610626,吴起县,延安,陕西
610627,甘泉县,延安,陕西
610628,富县,延安,陕西
610629,洛川县,延安,陕西
610630,宜川县,延安,陕西
610631,黄龙县,延安,陕西
610632,黄陵县,延安,陕西
610702,汉台区,汉中,陕西
610721,南郑县,汉中,陕西
610722,城固县,汉中,陕西
610723,洋县,汉中,陕西
610724,西乡县,汉中,陕西
610725,勉县,汉中,陕西
610726,宁强县,汉中,陕西
610727,略阳县,汉中,陕西
610728,镇巴县,汉中,陕西
610729,留坝县,汉中,陕西
610730,佛坪县,汉中,陕西
610802,榆阳区,榆林,陕西
610821,神木县,榆林,陕西
610822,府谷县,榆林,陕西
610823,横山县,榆林,陕西
610824,靖边县,榆林,陕西
610825,定边县,榆林,陕西
610826,绥德县,榆林,陕西
610827,米脂县,榆林,陕西
610828,佳县,榆林,陕西
610829,吴堡县,榆林,陕西
610830,清涧县,榆林,陕西
610831,子洲县,榆林,陕西
610902,汉滨区,安康,陕西
610921,汉阴县,安康,陕西
610922,石泉县,安康,陕西
610923,宁陕县,安康,陕西
610924,紫阳县,安康,陕西
610925,岚皋县,安康,陕西
610926,平利县,安康,陕西
610927,镇坪县,安康,陕西
610928,旬阳县,安康,陕西
610929,白河县,安康,陕西
611002,商州区,商洛,陕西
611021,洛南县,商洛,陕西
611022,丹凤县,商洛,陕西
611023,商南县,商洛,陕西
611024,山阳县,商洛,陕西
611025,镇安县,商洛,陕西
611026,柞水县,商洛,陕西
620102,城关区,兰州,甘肃
620103,七里河区,兰州,甘肃
620104,西固区,兰州,甘肃
620105,安宁区,兰州,甘肃
620111,红古区,兰州,甘肃
620121,永登县,兰州,甘肃
620122,皋兰县,兰州,甘肃
620123,榆中县,兰州,甘肃
620200,嘉峪关,嘉峪关,甘肃
620302,金川区,金昌,甘肃
620321,永昌县,金昌,甘肃
620402,白银区,白银,甘肃
620403,平川区,白银,甘肃
620421,靖远县,白银,甘肃
620422,会宁县,白银,甘肃
620423,景泰县,白银,甘肃
620502,秦州区,天水,甘肃
620503,麦积区,天水,甘肃
620521,清水县,天水,甘肃
620522,秦安县,天水,甘肃
620523,甘谷县,天水,甘肃
620524,武山县,天水,甘肃
620525,张家川回族自治县,天水,甘肃
620602,凉州区,武威,甘肃
620621,民勤县,武威,甘肃
620622,古浪县,武威,甘肃
620623,天祝藏族自治县,武威,甘肃
620702,甘州区,张掖,甘肃
620721,肃南裕固族自治县,张掖,甘肃
620722,民乐县,张掖,甘肃
620723,临泽县,张掖,甘肃
620724,高台县,张掖,甘肃
620725,山丹县,张掖,甘肃
620802,崆峒区,平凉,甘肃
620821,泾川县,平凉,甘肃
620822,灵台县,平凉,甘肃
620823,崇信县,平凉,甘肃
620824,华亭县,平凉,甘肃
620825,庄浪县,平凉,甘肃
620826,静宁县,平凉,甘肃
620902,肃州区,酒泉,甘肃
620921,金塔县,酒泉,甘肃
620922,瓜州县,酒泉,甘肃
620923,肃北蒙古族自治县,酒泉,甘肃
620924,阿克塞哈萨克族自治县,酒泉,甘肃
620981,玉门市,酒泉,甘肃
620982,敦煌市,酒泉,甘肃
621002,西峰区,庆阳,甘肃
621021,庆城县,庆阳,甘肃
621022,环县,庆阳,甘肃
621023,华池县,庆阳,甘肃
621024,合水县,庆阳,甘肃
621025,正宁县,庆阳,甘肃
621026,宁县,庆阳,甘肃
621027,镇原县,庆阳,甘肃
621102,安定区,定西,甘肃
621121,通渭县,定西,甘肃
621122,陇西县,定西,甘肃
621123,渭源县,定西,甘肃
621124,临洮县,定西,甘肃
621125,漳县,定西,甘肃
621126,岷县,定西,甘肃
621202,武都区,陇南,甘肃
621221,成县,陇南,甘肃
621222,文县,陇南,甘肃
621223,宕昌县,陇南,甘肃
621224,康县,陇南,甘肃
621225,西和县,陇南,甘肃
621226,礼县,陇南,甘肃
621227,徽县,陇南,甘肃
621228,两当县,陇南,甘肃
622901,临夏市,临夏,甘肃
622921,临夏县,临夏,甘肃
622922,康乐县,临夏,甘肃
622923,永靖县,临夏,甘肃
622924,广河县,临夏,甘肃
622925,和政县,临夏,甘肃
622926,东乡族自治县,临夏,甘肃
622927,积石山县,临夏,甘肃
623001,合作市,甘南,甘肃
623021,临潭县,甘南,甘肃
623022,卓尼县,甘南,甘肃
623023,舟曲县,甘南,甘肃
623024,迭部县,甘南,甘肃
623025,玛曲县,甘南,甘肃
623026,碌曲县,甘南,甘肃
623027,夏河县,甘南,甘肃
630102,城东区,西宁,青海
630103,城中区,西宁,青海
630104,城西区,西宁,青海
630105,城北区,西宁,青海
630121,大通回族土族自治县,西宁,青海
630122,湟中县,西宁,青海
630123,湟源县,西宁,青海
630202,乐都区,海东,青海
630221,平安县,海东,青海
630222,民和回族土族自治县,海东,青海
630223,互助土族自治县,海东,青海
630224,化隆回族自治县,海东,青海
630225,循化撒拉族自治县,海东,青海
632221,门源回族自治县,海北,青海
632222,祁连县,海北,青海
632223,海晏县,海北,青海
632224,刚察县,海北,青海
632321,同仁县,黄南,青海
632322,尖扎县,黄南,青海
632323,泽库县,黄南,青海
632324,河南蒙古族自治县,黄南,青海
632521,共和县,海南,青海
632522,同德县,海南,青海
632523,贵德县,海南,青海
632524,兴海县,海南,青海
632525,贵南县,海南,青海
632621,玛沁县,果洛,青海
632622,班玛县,果洛,青海
632623,甘德县,果洛,青海
632624,达日县,果洛,青海
632625,久治县,果洛,青海
632626,玛多县,果洛,青海
632701,玉树市,玉树,青海
632722,杂多县,玉树,青海
632723,称多县,玉树,青海
632724,治多县,玉树,青海
632725,囊谦县,玉树,青海
632726,曲麻莱县,玉树,青海
632801,格尔木市,海西,青海
632802,德令哈市,海西,青海
632821,乌兰县,海西,青海
632822,都兰县,海西,青海
632823,天峻县,海西,青海
640104,兴庆区,银川,宁夏
640105,西夏区,银川,宁夏
640106,金凤区,银川,宁夏
640121,永宁县,银川,宁夏
640122,贺兰县,银川,宁夏
640181,灵武市,银川,宁夏
640202,大武口区,石嘴山,宁夏
640205,惠农区,石嘴山,宁夏
640221,平罗县,石嘴山,宁夏
640302,利通区,吴忠,宁夏
640303,红寺堡区,吴忠,宁夏
640323,盐池县,吴忠,宁夏
640324,同心县,吴忠,宁夏
640381,青铜峡市,吴忠,宁夏
640402,原州区,固原,宁夏
640422,西吉县,固原,宁夏
640423,隆德县,固原,宁夏
640424,泾源县,固原,宁夏
640425,彭阳县,固原,宁夏
640502,沙坡头区,中卫,宁夏
640521,中宁县,中卫,宁夏
640522,海原县,中卫,宁夏
650102,天山区,乌鲁木齐,新疆
650103,沙依巴克区,乌鲁木齐,新疆
650104,新市区,乌鲁木齐,新疆
650105,水磨沟区,乌鲁木齐,新疆
650106,头屯河区,乌鲁木齐,新疆
650107,达坂城区,乌鲁木齐,新疆
650109,米东区,乌鲁木齐,新疆
650121,乌鲁木齐县,乌鲁木齐,新疆
650202,独山子区,克拉玛依,新疆
650203,克拉玛依区,克拉玛依,新疆
650204,白碱滩区,克拉玛依,新疆
650205,乌尔禾区,克拉玛依,新疆
652101,吐鲁番市,吐鲁番,新疆
652122,鄯善县,吐鲁番,新疆
652123,托克逊县,吐鲁番,新疆
652201,哈密市,哈密,新疆
652222,巴里坤哈萨克自治县,哈密,新疆
652223,伊吾县,哈密,新疆
652301,昌吉市,昌吉,新疆
652302,阜康市,昌吉,新疆
652323,呼图壁县,昌吉,新疆
652324,玛纳斯县,昌吉,新疆
652325,奇台县,昌吉,新疆
652327,吉木萨尔县,昌吉,新疆
652328,木垒哈萨克自治县,昌吉,新疆
652701,博乐市,博尔塔拉蒙,新疆
652702,阿拉山口市,博尔塔拉蒙,新疆
652722,精河县,博尔塔拉蒙,新疆
652723,温泉县,博尔塔拉蒙,新疆
652801,库尔勒市,巴音郭楞蒙,新疆
652822,轮台县,巴音郭楞蒙,新疆
652823,尉犁县,巴音郭楞蒙,新疆
652824,若羌县,巴音郭楞蒙,新疆
652825,且末县,巴音郭楞蒙,新疆
652826,焉耆回族自治县,巴音郭楞蒙,新疆
652827,和静县,巴音郭楞蒙,新疆
652828,和硕县,巴音郭楞蒙,新疆
652829,博湖县,巴音郭楞蒙,新疆
652901,阿克苏市,阿克苏,新疆
652922,温宿县,阿克苏,新疆
652923,库车县,阿克苏,新疆
652924,沙雅县,阿克苏,新疆
652925,新和县,阿克苏,新疆
652926,拜城县,阿克苏,新疆
652927,乌什县,阿克苏,新疆
652928,阿瓦提县,阿克苏,新疆
652929,柯坪县,阿克苏,新疆
653001,阿图什市,克孜勒,新疆
653022,阿克陶县,克孜勒,新疆
653023,阿合奇县,克孜勒,新疆
653024,乌恰县,克孜勒,新疆
653101,喀什市,喀什,新疆
653121,疏附县,喀什,新疆
653122,疏勒县,喀什,新疆
653123,英吉沙县,喀什,新疆
653124,泽普县,喀什,新疆
653125,莎车县,喀什,新疆
653126,叶城县,喀什,新疆
653127,麦盖提县,喀什,新疆
653128,岳普湖县,喀什,新疆
653129,伽师县,喀什,新疆
653130,巴楚县,喀什,新疆
653131,塔什库尔干塔吉克自治县,喀什,新疆
653201,和田市,和田,新疆
653221,和田县,和田,新疆
653222,墨玉县,和田,新疆
653223,皮山县,和田,新疆
653224,洛浦县,和田,新疆
653225,策勒县,和田,新疆
653226,于田县,和田,新疆
653227,民丰县,和田,新疆
654002,伊宁市,伊犁,新疆
654003,奎屯市,伊犁,新疆
654021,伊宁县,伊犁,新疆
654022,察布查尔锡伯自治县,伊犁,新疆
654023,霍城县,伊犁,新疆
654024,巩留县,伊犁,新疆
654025,新源县,伊犁,新疆
654026,昭苏县,伊犁,新疆
654027,特克斯县,伊犁,新疆
654028,尼勒克县,伊犁,新疆
654201,塔城市,塔城,新疆
654202,乌苏市,塔城,新疆
654221,额敏县,塔城,新疆
654223,沙湾县,塔城,新疆
654224,托里县,塔城,新疆
654225,裕民县,塔城,新疆
654226,和布克赛尔蒙古自治县,塔城,新疆
654301,阿勒泰市,阿勒泰,新疆
654321,布尔津县,阿勒泰,新疆
654322,富蕴县,阿勒泰,新疆
654323,福海县,阿勒泰,新疆
654324,哈巴河县,阿勒泰,新疆
654325,青河县,阿勒泰,新疆
654326,吉木乃县,阿勒泰,新疆
659001,石河子,石河子,新疆
659002,阿拉尔市,阿拉尔市,新疆
659003,图木舒克市,图木舒克市,新疆
659004,五家渠市,五家渠市,新疆
810001,西贡区,香港,香港
810002,离岛,香港,香港
810003,屯门区,香港,香港
810004,元朗区,香港,香港
810005,荃湾区,香港,香港
810006,北区,香港,香港
810007,大埔区,香港,香港
810008,沙田区,香港,香港
810009,葵青区,香港,香港
810010,九龙,香港,香港
810011,深水埗区,香港,香港
810012,黄大仙区,香港,香港
810013,南区,香港,香港
810015,湾仔区,香港,香港
810017,观塘区,香港,香港
810018,油尖旺区,香港,香港
810019,香港岛,香港,香港
810020,新界,香港,香港
820100,氹仔岛,澳门,澳门
820200,澳门半岛,澳门,澳门
820300,路氹城,澳门,澳门
820400,路环岛,澳门,澳门
